Open Circuits miRNA_TF_mRNA 1


TF		miRNA		mRNA
SP1	|------	miR-137	------|	YBX3

SP1	|------	miR-137	------|	ZADH2

SP1	|------	miR-137	------|	ZBTB20

SP1	|------	miR-137	------|	ZBTB4

SP1	|------	miR-137	------|	ZBTB44

SP1	|------	miR-137	------|	ZBTB47

SP1	|------	miR-137	------|	ZCCHC2

SP1	|------	miR-137	------|	ZFYVE16

SP1	|------	miR-137	------|	ZNF385B

SP4	|------	miR-137	------|	ADAMTS5

SP4	|------	miR-137	------|	AJUBA

SP4	|------	miR-137	------|	ANKRD28

SP4	|------	miR-137	------|	ANO8

SP4	|------	miR-137	------|	ARHGAP5

SP4	|------	miR-137	------|	ASXL2

SP4	|------	miR-137	------|	ATP11B

SP4	|------	miR-137	------|	ATP1B1

SP4	|------	miR-137	------|	ATXN1L

SP4	|------	miR-137	------|	B3GALNT2

SP4	|------	miR-137	------|	BAG4

SP4	|------	miR-137	------|	BBX

SP4	|------	miR-137	------|	C2orf57

SP4	|------	miR-137	------|	CADM2

SP4	|------	miR-137	------|	CALD1

SP4	|------	miR-137	------|	CALN1

SP4	|------	miR-137	------|	CDCA7L

SP4	|------	miR-137	------|	CHD9

SP4	|------	miR-137	------|	CHIC2

SP4	|------	miR-137	------|	CHST9

SP4	|------	miR-137	------|	CLDN11

SP4	|------	miR-137	------|	CNOT6L

SP4	|------	miR-137	------|	CPD

SP4	|------	miR-137	------|	CPLX1

SP4	|------	miR-137	------|	CTDSP2

SP4	|------	miR-137	------|	CTDSPL

SP4	|------	miR-137	------|	CTSF

SP4	|------	miR-137	------|	CXADR

SP4	|------	miR-137	------|	DAB2IP

SP4	|------	miR-137	------|	DCBLD2

SP4	|------	miR-137	------|	DCDC2

SP4	|------	miR-137	------|	DCUN1D1

SP4	|------	miR-137	------|	DCUN1D3

SP4	|------	miR-137	------|	DFFB

SP4	|------	miR-137	------|	DUSP1

SP4	|------	miR-137	------|	DUSP16

SP4	|------	miR-137	------|	DUSP4

SP4	|------	miR-137	------|	EFCAB14

SP4	|------	miR-137	------|	EGFR

SP4	|------	miR-137	------|	EIF1

SP4	|------	miR-137	------|	ELOVL2

SP4	|------	miR-137	------|	EPHA7

SP4	|------	miR-137	------|	FAM210B

SP4	|------	miR-137	------|	FANCM

SP4	|------	miR-137	------|	FBXO32

SP4	|------	miR-137	------|	FGD4

SP4	|------	miR-137	------|	FOXN3

SP4	|------	miR-137	------|	FUT9

SP4	|------	miR-137	------|	GAD2

SP4	|------	miR-137	------|	GFPT1

SP4	|------	miR-137	------|	GLRA3

SP4	|------	miR-137	------|	GRAMD3

SP4	|------	miR-137	------|	HIPK2

SP4	|------	miR-137	------|	HLF

SP4	|------	miR-137	------|	HMGCLL1

SP4	|------	miR-137	------|	HNRNPA3

SP4	|------	miR-137	------|	HOXA3

SP4	|------	miR-137	------|	HOXD10

SP4	|------	miR-137	------|	IMPA2

SP4	|------	miR-137	------|	INSR

SP4	|------	miR-137	------|	KANK4

SP4	|------	miR-137	------|	KCNH1

SP4	|------	miR-137	------|	KIT

SP4	|------	miR-137	------|	LIMCH1

SP4	|------	miR-137	------|	LUZP1

SP4	|------	miR-137	------|	NCOA1

SP4	|------	miR-137	------|	NFIB

SP4	|------	miR-137	------|	NFIX

SP4	|------	miR-137	------|	NLGN4X

SP4	|------	miR-137	------|	NOVA1

SP4	|------	miR-137	------|	NOVA2

SP4	|------	miR-137	------|	NPAS3

SP4	|------	miR-137	------|	NR3C2

SP4	|------	miR-137	------|	NRG1

SP4	|------	miR-137	------|	NSG1

SP4	|------	miR-137	------|	PADI2

SP4	|------	miR-137	------|	PAFAH1B2

SP4	|------	miR-137	------|	PAK3

SP4	|------	miR-137	------|	PAPPA

SP4	|------	miR-137	------|	PDE4D

SP4	|------	miR-137	------|	PDGFRA

SP4	|------	miR-137	------|	PDLIM3

SP4	|------	miR-137	------|	PLEKHA5

SP4	|------	miR-137	------|	PLK2

SP4	|------	miR-137	------|	PLXNB2

SP4	|------	miR-137	------|	PPP1CB

SP4	|------	miR-137	------|	PPP6C

SP4	|------	miR-137	------|	PPP6R3

SP4	|------	miR-137	------|	PROX1

SP4	|------	miR-137	------|	PTN

SP4	|------	miR-137	------|	QSER1

SP4	|------	miR-137	------|	RASAL2

SP4	|------	miR-137	------|	RIMS3

SP4	|------	miR-137	------|	RNF150

SP4	|------	miR-137	------|	RRAGD

SP4	|------	miR-137	------|	SBNO1

SP4	|------	miR-137	------|	SFXN5

SP4	|------	miR-137	------|	SHANK2

SP4	|------	miR-137	------|	SLAMF9

SP4	|------	miR-137	------|	SLC30A5

SP4	|------	miR-137	------|	SLC43A2

SP4	|------	miR-137	------|	SLC4A7

SP4	|------	miR-137	------|	SLMAP

SP4	|------	miR-137	------|	STAC2

SP4	|------	miR-137	------|	STC2

SP4	|------	miR-137	------|	STXBP5L

SP4	|------	miR-137	------|	SUB1

SP4	|------	miR-137	------|	SUGP2

SP4	|------	miR-137	------|	TDRD7

SP4	|------	miR-137	------|	TEAD1

SP4	|------	miR-137	------|	TGFA

SP4	|------	miR-137	------|	THRB

SP4	|------	miR-137	------|	TM4SF1

SP4	|------	miR-137	------|	TMEM132B

SP4	|------	miR-137	------|	TMF1

SP4	|------	miR-137	------|	TNC

SP4	|------	miR-137	------|	TRPC4

SP4	|------	miR-137	------|	TTC6

SP4	|------	miR-137	------|	TTC9

SP4	|------	miR-137	------|	UBE2H

SP4	|------	miR-137	------|	UBE3C

SP4	|------	miR-137	------|	UBXN2A

SP4	|------	miR-137	------|	VPS13A

SP4	|------	miR-137	------|	WIF1

SP4	|------	miR-137	------|	YBX3

SP4	|------	miR-137	------|	ZADH2

SP4	|------	miR-137	------|	ZBTB20

SP4	|------	miR-137	------|	ZBTB4

SP4	|------	miR-137	------|	ZBTB44

SP4	|------	miR-137	------|	ZBTB47

SP4	|------	miR-137	------|	ZCCHC2

SP4	|------	miR-137	------|	ZFYVE16

SP4	|------	miR-137	------|	ZNF385B

BACH2	|------	miR-96-5p	------|	AREL1

BACH2	|------	miR-96-5p	------|	ARID5B

BACH2	|------	miR-96-5p	------|	ARSJ

BACH2	|------	miR-96-5p	------|	ATXN1L

BACH2	|------	miR-96-5p	------|	ATXN3

BACH2	|------	miR-96-5p	------|	AVIL

BACH2	|------	miR-96-5p	------|	BCL2

BACH2	|------	miR-96-5p	------|	CADM1

BACH2	|------	miR-96-5p	------|	CADM2

BACH2	|------	miR-96-5p	------|	CELF1

BACH2	|------	miR-96-5p	------|	CELSR2

BACH2	|------	miR-96-5p	------|	CNOT6L

BACH2	|------	miR-96-5p	------|	COBL

BACH2	|------	miR-96-5p	------|	CSRNP3

BACH2	|------	miR-96-5p	------|	CTDSP2

BACH2	|------	miR-96-5p	------|	CXADR

BACH2	|------	miR-96-5p	------|	DAB2IP

BACH2	|------	miR-96-5p	------|	DCUN1D1

BACH2	|------	miR-96-5p	------|	DCUN1D3

BACH2	|------	miR-96-5p	------|	DIXDC1

BACH2	|------	miR-96-5p	------|	DUSP4

BACH2	|------	miR-96-5p	------|	DYNC1LI2

BACH2	|------	miR-96-5p	------|	EGR3

BACH2	|------	miR-96-5p	------|	ELOVL2

BACH2	|------	miR-96-5p	------|	EVI5

BACH2	|------	miR-96-5p	------|	FBXO42

BACH2	|------	miR-96-5p	------|	FOXN3

BACH2	|------	miR-96-5p	------|	FRMD4A

BACH2	|------	miR-96-5p	------|	FUT9

BACH2	|------	miR-96-5p	------|	FZD3

BACH2	|------	miR-96-5p	------|	GAD2

BACH2	|------	miR-96-5p	------|	GNA11

BACH2	|------	miR-96-5p	------|	GNA12

BACH2	|------	miR-96-5p	------|	GPC3

BACH2	|------	miR-96-5p	------|	GPM6B

BACH2	|------	miR-96-5p	------|	GPRASP1

BACH2	|------	miR-96-5p	------|	GPRC5B

BACH2	|------	miR-96-5p	------|	GRAMD2

BACH2	|------	miR-96-5p	------|	HIPK2

BACH2	|------	miR-96-5p	------|	HS3ST1

BACH2	|------	miR-96-5p	------|	IRS1

BACH2	|------	miR-96-5p	------|	KIAA1217

BACH2	|------	miR-96-5p	------|	LMOD1

BACH2	|------	miR-96-5p	------|	LUZP1

BACH2	|------	miR-96-5p	------|	MAGI1

BACH2	|------	miR-96-5p	------|	MAP2K1

BACH2	|------	miR-96-5p	------|	METTL8

BACH2	|------	miR-96-5p	------|	NCALD

BACH2	|------	miR-96-5p	------|	NOVA1

BACH2	|------	miR-96-5p	------|	NOVA2

BACH2	|------	miR-96-5p	------|	NSG1

BACH2	|------	miR-96-5p	------|	PAFAH1B1

BACH2	|------	miR-96-5p	------|	PAK3

BACH2	|------	miR-96-5p	------|	PAPPA

BACH2	|------	miR-96-5p	------|	PC

BACH2	|------	miR-96-5p	------|	PCDH10

BACH2	|------	miR-96-5p	------|	PDGFRA

BACH2	|------	miR-96-5p	------|	PIK3C2A

BACH2	|------	miR-96-5p	------|	PIK3R1

BACH2	|------	miR-96-5p	------|	PQLC1

BACH2	|------	miR-96-5p	------|	PTGER3

BACH2	|------	miR-96-5p	------|	RAB27A

BACH2	|------	miR-96-5p	------|	RAD23B

BACH2	|------	miR-96-5p	------|	RAPGEF4

BACH2	|------	miR-96-5p	------|	RGS2

BACH2	|------	miR-96-5p	------|	RIMS3

BACH2	|------	miR-96-5p	------|	RNF217

BACH2	|------	miR-96-5p	------|	SEMA6A

BACH2	|------	miR-96-5p	------|	SLC43A2

BACH2	|------	miR-96-5p	------|	SPIN1

BACH2	|------	miR-96-5p	------|	TEAD1

BACH2	|------	miR-96-5p	------|	TES

BACH2	|------	miR-96-5p	------|	TFAP2B

BACH2	|------	miR-96-5p	------|	TFDP2

BACH2	|------	miR-96-5p	------|	TM9SF4

BACH2	|------	miR-96-5p	------|	TNS1

BACH2	|------	miR-96-5p	------|	TPM1

BACH2	|------	miR-96-5p	------|	TPM2

BACH2	|------	miR-96-5p	------|	TRABD2B

BACH2	|------	miR-96-5p	------|	TRIO

BACH2	|------	miR-96-5p	------|	TSPAN14

BACH2	|------	miR-96-5p	------|	UNC13C

BACH2	|------	miR-96-5p	------|	VPS53

BACH2	|------	miR-96-5p	------|	WASF2

BACH2	|------	miR-96-5p	------|	WIPI2

BACH2	|------	miR-96-5p	------|	ZADH2

BACH2	|------	miR-96-5p	------|	ZBTB20

BACH2	|------	miR-96-5p	------|	ZCCHC11

BACH2	|------	miR-96-5p	------|	ZNF398

MYB	|------	miR-96-5p	------|	AREL1

MYB	|------	miR-96-5p	------|	ARID5B

MYB	|------	miR-96-5p	------|	ARSJ

MYB	|------	miR-96-5p	------|	ATXN1L

MYB	|------	miR-96-5p	------|	ATXN3

MYB	|------	miR-96-5p	------|	AVIL

MYB	|------	miR-96-5p	------|	BCL2

MYB	|------	miR-96-5p	------|	CADM1

MYB	|------	miR-96-5p	------|	CADM2

MYB	|------	miR-96-5p	------|	CELF1

MYB	|------	miR-96-5p	------|	CELSR2

MYB	|------	miR-96-5p	------|	CNOT6L

MYB	|------	miR-96-5p	------|	COBL

MYB	|------	miR-96-5p	------|	CSRNP3

MYB	|------	miR-96-5p	------|	CTDSP2

MYB	|------	miR-96-5p	------|	CXADR

MYB	|------	miR-96-5p	------|	DAB2IP

MYB	|------	miR-96-5p	------|	DCUN1D1

MYB	|------	miR-96-5p	------|	DCUN1D3

MYB	|------	miR-96-5p	------|	DIXDC1

MYB	|------	miR-96-5p	------|	DUSP4

MYB	|------	miR-96-5p	------|	DYNC1LI2

MYB	|------	miR-96-5p	------|	EGR3

MYB	|------	miR-96-5p	------|	ELOVL2

MYB	|------	miR-96-5p	------|	EVI5

MYB	|------	miR-96-5p	------|	FBXO42

MYB	|------	miR-96-5p	------|	FOXN3

MYB	|------	miR-96-5p	------|	FRMD4A

MYB	|------	miR-96-5p	------|	FUT9

MYB	|------	miR-96-5p	------|	FZD3

MYB	|------	miR-96-5p	------|	GAD2

MYB	|------	miR-96-5p	------|	GNA11

MYB	|------	miR-96-5p	------|	GNA12

MYB	|------	miR-96-5p	------|	GPC3

MYB	|------	miR-96-5p	------|	GPM6B

MYB	|------	miR-96-5p	------|	GPRASP1

MYB	|------	miR-96-5p	------|	GPRC5B

MYB	|------	miR-96-5p	------|	GRAMD2

MYB	|------	miR-96-5p	------|	HIPK2

MYB	|------	miR-96-5p	------|	HS3ST1

MYB	|------	miR-96-5p	------|	IRS1

MYB	|------	miR-96-5p	------|	KIAA1217

MYB	|------	miR-96-5p	------|	LMOD1

MYB	|------	miR-96-5p	------|	LUZP1

MYB	|------	miR-96-5p	------|	MAGI1

MYB	|------	miR-96-5p	------|	MAP2K1

MYB	|------	miR-96-5p	------|	METTL8

MYB	|------	miR-96-5p	------|	NCALD

MYB	|------	miR-96-5p	------|	NOVA1

MYB	|------	miR-96-5p	------|	NOVA2

MYB	|------	miR-96-5p	------|	NSG1

MYB	|------	miR-96-5p	------|	PAFAH1B1

MYB	|------	miR-96-5p	------|	PAK3

MYB	|------	miR-96-5p	------|	PAPPA

MYB	|------	miR-96-5p	------|	PC

MYB	|------	miR-96-5p	------|	PCDH10

MYB	|------	miR-96-5p	------|	PDGFRA

MYB	|------	miR-96-5p	------|	PIK3C2A

MYB	|------	miR-96-5p	------|	PIK3R1

MYB	|------	miR-96-5p	------|	PQLC1

MYB	|------	miR-96-5p	------|	PTGER3

MYB	|------	miR-96-5p	------|	RAB27A

MYB	|------	miR-96-5p	------|	RAD23B

MYB	|------	miR-96-5p	------|	RAPGEF4

MYB	|------	miR-96-5p	------|	RGS2

MYB	|------	miR-96-5p	------|	RIMS3

MYB	|------	miR-96-5p	------|	RNF217

MYB	|------	miR-96-5p	------|	SEMA6A

MYB	|------	miR-96-5p	------|	SLC43A2

MYB	|------	miR-96-5p	------|	SPIN1

MYB	|------	miR-96-5p	------|	TEAD1

MYB	|------	miR-96-5p	------|	TES

MYB	|------	miR-96-5p	------|	TFAP2B

MYB	|------	miR-96-5p	------|	TFDP2

MYB	|------	miR-96-5p	------|	TM9SF4

MYB	|------	miR-96-5p	------|	TNS1

MYB	|------	miR-96-5p	------|	TPM1

MYB	|------	miR-96-5p	------|	TPM2

MYB	|------	miR-96-5p	------|	TRABD2B

MYB	|------	miR-96-5p	------|	TRIO

MYB	|------	miR-96-5p	------|	TSPAN14

MYB	|------	miR-96-5p	------|	UNC13C

MYB	|------	miR-96-5p	------|	VPS53

MYB	|------	miR-96-5p	------|	WASF2

MYB	|------	miR-96-5p	------|	WIPI2

MYB	|------	miR-96-5p	------|	ZADH2

MYB	|------	miR-96-5p	------|	ZBTB20

MYB	|------	miR-96-5p	------|	ZCCHC11

MYB	|------	miR-96-5p	------|	ZNF398

RARG	|------	miR-96-5p	------|	AREL1

RARG	|------	miR-96-5p	------|	ARID5B

RARG	|------	miR-96-5p	------|	ARSJ

RARG	|------	miR-96-5p	------|	ATXN1L

RARG	|------	miR-96-5p	------|	ATXN3

RARG	|------	miR-96-5p	------|	AVIL

RARG	|------	miR-96-5p	------|	BCL2

RARG	|------	miR-96-5p	------|	CADM1

RARG	|------	miR-96-5p	------|	CADM2

RARG	|------	miR-96-5p	------|	CELF1

RARG	|------	miR-96-5p	------|	CELSR2

RARG	|------	miR-96-5p	------|	CNOT6L

RARG	|------	miR-96-5p	------|	COBL

RARG	|------	miR-96-5p	------|	CSRNP3

RARG	|------	miR-96-5p	------|	CTDSP2

RARG	|------	miR-96-5p	------|	CXADR

RARG	|------	miR-96-5p	------|	DAB2IP

RARG	|------	miR-96-5p	------|	DCUN1D1

RARG	|------	miR-96-5p	------|	DCUN1D3

RARG	|------	miR-96-5p	------|	DIXDC1

RARG	|------	miR-96-5p	------|	DUSP4

RARG	|------	miR-96-5p	------|	DYNC1LI2

RARG	|------	miR-96-5p	------|	EGR3

RARG	|------	miR-96-5p	------|	ELOVL2

RARG	|------	miR-96-5p	------|	EVI5

RARG	|------	miR-96-5p	------|	FBXO42

RARG	|------	miR-96-5p	------|	FOXN3

RARG	|------	miR-96-5p	------|	FRMD4A

RARG	|------	miR-96-5p	------|	FUT9

RARG	|------	miR-96-5p	------|	FZD3

RARG	|------	miR-96-5p	------|	GAD2

RARG	|------	miR-96-5p	------|	GNA11

RARG	|------	miR-96-5p	------|	GNA12

RARG	|------	miR-96-5p	------|	GPC3

RARG	|------	miR-96-5p	------|	GPM6B

RARG	|------	miR-96-5p	------|	GPRASP1

RARG	|------	miR-96-5p	------|	GPRC5B

RARG	|------	miR-96-5p	------|	GRAMD2

RARG	|------	miR-96-5p	------|	HIPK2

RARG	|------	miR-96-5p	------|	HS3ST1

RARG	|------	miR-96-5p	------|	IRS1

RARG	|------	miR-96-5p	------|	KIAA1217

RARG	|------	miR-96-5p	------|	LMOD1

RARG	|------	miR-96-5p	------|	LUZP1

RARG	|------	miR-96-5p	------|	MAGI1

RARG	|------	miR-96-5p	------|	MAP2K1

RARG	|------	miR-96-5p	------|	METTL8

RARG	|------	miR-96-5p	------|	NCALD

RARG	|------	miR-96-5p	------|	NOVA1

RARG	|------	miR-96-5p	------|	NOVA2

RARG	|------	miR-96-5p	------|	NSG1

RARG	|------	miR-96-5p	------|	PAFAH1B1

RARG	|------	miR-96-5p	------|	PAK3

RARG	|------	miR-96-5p	------|	PAPPA

RARG	|------	miR-96-5p	------|	PC

RARG	|------	miR-96-5p	------|	PCDH10

RARG	|------	miR-96-5p	------|	PDGFRA

RARG	|------	miR-96-5p	------|	PIK3C2A

RARG	|------	miR-96-5p	------|	PIK3R1

RARG	|------	miR-96-5p	------|	PQLC1

RARG	|------	miR-96-5p	------|	PTGER3

RARG	|------	miR-96-5p	------|	RAB27A

RARG	|------	miR-96-5p	------|	RAD23B

RARG	|------	miR-96-5p	------|	RAPGEF4

RARG	|------	miR-96-5p	------|	RGS2

RARG	|------	miR-96-5p	------|	RIMS3

RARG	|------	miR-96-5p	------|	RNF217

RARG	|------	miR-96-5p	------|	SEMA6A

RARG	|------	miR-96-5p	------|	SLC43A2

RARG	|------	miR-96-5p	------|	SPIN1

RARG	|------	miR-96-5p	------|	TEAD1

RARG	|------	miR-96-5p	------|	TES

RARG	|------	miR-96-5p	------|	TFAP2B

RARG	|------	miR-96-5p	------|	TFDP2

RARG	|------	miR-96-5p	------|	TM9SF4

RARG	|------	miR-96-5p	------|	TNS1

RARG	|------	miR-96-5p	------|	TPM1

RARG	|------	miR-96-5p	------|	TPM2

RARG	|------	miR-96-5p	------|	TRABD2B

RARG	|------	miR-96-5p	------|	TRIO

RARG	|------	miR-96-5p	------|	TSPAN14

RARG	|------	miR-96-5p	------|	UNC13C

RARG	|------	miR-96-5p	------|	VPS53

RARG	|------	miR-96-5p	------|	WASF2

RARG	|------	miR-96-5p	------|	WIPI2

RARG	|------	miR-96-5p	------|	ZADH2

RARG	|------	miR-96-5p	------|	ZBTB20

RARG	|------	miR-96-5p	------|	ZCCHC11

RARG	|------	miR-96-5p	------|	ZNF398

BACH2	|------	miR-129-5p	------|	ACTN1

BACH2	|------	miR-129-5p	------|	ADHFE1

BACH2	|------	miR-129-5p	------|	ALPL

BACH2	|------	miR-129-5p	------|	ARHGAP26

BACH2	|------	miR-129-5p	------|	ASXL2

BACH2	|------	miR-129-5p	------|	AUTS2

BACH2	|------	miR-129-5p	------|	BMPR1A

BACH2	|------	miR-129-5p	------|	CADM1

BACH2	|------	miR-129-5p	------|	CBX7

BACH2	|------	miR-129-5p	------|	CDC42EP3

BACH2	|------	miR-129-5p	------|	CDH2

BACH2	|------	miR-129-5p	------|	CELF1

BACH2	|------	miR-129-5p	------|	CHDH

BACH2	|------	miR-129-5p	------|	CHIC2

BACH2	|------	miR-129-5p	------|	CXADR

BACH2	|------	miR-129-5p	------|	DAB2IP

BACH2	|------	miR-129-5p	------|	DLC1

BACH2	|------	miR-129-5p	------|	DMD

BACH2	|------	miR-129-5p	------|	DSC3

BACH2	|------	miR-129-5p	------|	ERC1

BACH2	|------	miR-129-5p	------|	FAM129A

BACH2	|------	miR-129-5p	------|	FRMD3

BACH2	|------	miR-129-5p	------|	FRMD4B

BACH2	|------	miR-129-5p	------|	GNA12

BACH2	|------	miR-129-5p	------|	HIPK2

BACH2	|------	miR-129-5p	------|	HNRNPA3

BACH2	|------	miR-129-5p	------|	HOXA3

BACH2	|------	miR-129-5p	------|	IFFO2

BACH2	|------	miR-129-5p	------|	IFRD1

BACH2	|------	miR-129-5p	------|	INHBB

BACH2	|------	miR-129-5p	------|	IRS1

BACH2	|------	miR-129-5p	------|	ITGA2

BACH2	|------	miR-129-5p	------|	KANK4

BACH2	|------	miR-129-5p	------|	LGSN

BACH2	|------	miR-129-5p	------|	LPP

BACH2	|------	miR-129-5p	------|	MYLK

BACH2	|------	miR-129-5p	------|	NCOA1

BACH2	|------	miR-129-5p	------|	NFIB

BACH2	|------	miR-129-5p	------|	NFIX

BACH2	|------	miR-129-5p	------|	NR3C2

BACH2	|------	miR-129-5p	------|	PAK3

BACH2	|------	miR-129-5p	------|	PKHD1

BACH2	|------	miR-129-5p	------|	PPIL2

BACH2	|------	miR-129-5p	------|	PPIL6

BACH2	|------	miR-129-5p	------|	PPL

BACH2	|------	miR-129-5p	------|	RAB3B

BACH2	|------	miR-129-5p	------|	RAPGEF4

BACH2	|------	miR-129-5p	------|	RBMS1

BACH2	|------	miR-129-5p	------|	RFX1

BACH2	|------	miR-129-5p	------|	RIMS3

BACH2	|------	miR-129-5p	------|	ROCK1

BACH2	|------	miR-129-5p	------|	RRAGD

BACH2	|------	miR-129-5p	------|	SATB1

BACH2	|------	miR-129-5p	------|	SBNO1

BACH2	|------	miR-129-5p	------|	SEC14L1

BACH2	|------	miR-129-5p	------|	SETBP1

BACH2	|------	miR-129-5p	------|	SNTB2

BACH2	|------	miR-129-5p	------|	SOCS2

BACH2	|------	miR-129-5p	------|	STON2

BACH2	|------	miR-129-5p	------|	TCF7L1

BACH2	|------	miR-129-5p	------|	THRA

BACH2	|------	miR-129-5p	------|	THRB

BACH2	|------	miR-129-5p	------|	TIAL1

BACH2	|------	miR-129-5p	------|	TRIO

BACH2	|------	miR-129-5p	------|	TRPC4

BACH2	|------	miR-129-5p	------|	UBASH3B

BACH2	|------	miR-129-5p	------|	USP47

BACH2	|------	miR-129-5p	------|	WDFY3

BACH2	|------	miR-129-5p	------|	XKR6

BACH2	|------	miR-129-5p	------|	ZBTB20

BACH2	|------	miR-129-5p	------|	ZBTB4

BACH2	|------	miR-129-5p	------|	ZNF462

CASZ1	|------	miR-129-5p	------|	ACTN1

CASZ1	|------	miR-129-5p	------|	ADHFE1

CASZ1	|------	miR-129-5p	------|	ALPL

CASZ1	|------	miR-129-5p	------|	ARHGAP26

CASZ1	|------	miR-129-5p	------|	ASXL2

CASZ1	|------	miR-129-5p	------|	AUTS2

CASZ1	|------	miR-129-5p	------|	BMPR1A

CASZ1	|------	miR-129-5p	------|	CADM1

CASZ1	|------	miR-129-5p	------|	CBX7

CASZ1	|------	miR-129-5p	------|	CDC42EP3

CASZ1	|------	miR-129-5p	------|	CDH2

CASZ1	|------	miR-129-5p	------|	CELF1

CASZ1	|------	miR-129-5p	------|	CHDH

CASZ1	|------	miR-129-5p	------|	CHIC2

CASZ1	|------	miR-129-5p	------|	CXADR

CASZ1	|------	miR-129-5p	------|	DAB2IP

CASZ1	|------	miR-129-5p	------|	DLC1

CASZ1	|------	miR-129-5p	------|	DMD

CASZ1	|------	miR-129-5p	------|	DSC3

CASZ1	|------	miR-129-5p	------|	ERC1

CASZ1	|------	miR-129-5p	------|	FAM129A

CASZ1	|------	miR-129-5p	------|	FRMD3

CASZ1	|------	miR-129-5p	------|	FRMD4B

CASZ1	|------	miR-129-5p	------|	GNA12

CASZ1	|------	miR-129-5p	------|	HIPK2

CASZ1	|------	miR-129-5p	------|	HNRNPA3

CASZ1	|------	miR-129-5p	------|	HOXA3

CASZ1	|------	miR-129-5p	------|	IFFO2

CASZ1	|------	miR-129-5p	------|	IFRD1

CASZ1	|------	miR-129-5p	------|	INHBB

CASZ1	|------	miR-129-5p	------|	IRS1

CASZ1	|------	miR-129-5p	------|	ITGA2

CASZ1	|------	miR-129-5p	------|	KANK4

CASZ1	|------	miR-129-5p	------|	LGSN

CASZ1	|------	miR-129-5p	------|	LPP

CASZ1	|------	miR-129-5p	------|	MYLK

CASZ1	|------	miR-129-5p	------|	NCOA1

CASZ1	|------	miR-129-5p	------|	NFIB

CASZ1	|------	miR-129-5p	------|	NFIX

CASZ1	|------	miR-129-5p	------|	NR3C2

CASZ1	|------	miR-129-5p	------|	PAK3

CASZ1	|------	miR-129-5p	------|	PKHD1

CASZ1	|------	miR-129-5p	------|	PPIL2

CASZ1	|------	miR-129-5p	------|	PPIL6

CASZ1	|------	miR-129-5p	------|	PPL

CASZ1	|------	miR-129-5p	------|	RAB3B

CASZ1	|------	miR-129-5p	------|	RAPGEF4

CASZ1	|------	miR-129-5p	------|	RBMS1

CASZ1	|------	miR-129-5p	------|	RFX1

CASZ1	|------	miR-129-5p	------|	RIMS3

CASZ1	|------	miR-129-5p	------|	ROCK1

CASZ1	|------	miR-129-5p	------|	RRAGD

CASZ1	|------	miR-129-5p	------|	SATB1

CASZ1	|------	miR-129-5p	------|	SBNO1

CASZ1	|------	miR-129-5p	------|	SEC14L1

CASZ1	|------	miR-129-5p	------|	SETBP1

CASZ1	|------	miR-129-5p	------|	SNTB2

CASZ1	|------	miR-129-5p	------|	SOCS2

CASZ1	|------	miR-129-5p	------|	STON2

CASZ1	|------	miR-129-5p	------|	TCF7L1

CASZ1	|------	miR-129-5p	------|	THRA

CASZ1	|------	miR-129-5p	------|	THRB

CASZ1	|------	miR-129-5p	------|	TIAL1

CASZ1	|------	miR-129-5p	------|	TRIO

CASZ1	|------	miR-129-5p	------|	TRPC4
